Subj1	Subj2	grp	InputFile	\
sub-experimental016	sub-experimental024	G22	ISC_sub-experimental016sub-experimental024_task-magictrickwatching_z.nii.gz	\
sub-experimental016	sub-experimental026	G22	ISC_sub-experimental016sub-experimental026_task-magictrickwatching_z.nii.gz	\
sub-experimental016	sub-experimental028	G22	ISC_sub-experimental016sub-experimental028_task-magictrickwatching_z.nii.gz	\
sub-experimental016	sub-experimental030	G22	ISC_sub-experimental016sub-experimental030_task-magictrickwatching_z.nii.gz	\
sub-experimental016	sub-experimental032	G22	ISC_sub-experimental016sub-experimental032_task-magictrickwatching_z.nii.gz	\
sub-experimental016	sub-experimental034	G22	ISC_sub-experimental016sub-experimental034_task-magictrickwatching_z.nii.gz	\
sub-experimental016	sub-experimental036	G22	ISC_sub-experimental016sub-experimental036_task-magictrickwatching_z.nii.gz	\
sub-experimental016	sub-experimental038	G22	ISC_sub-experimental016sub-experimental038_task-magictrickwatching_z.nii.gz	\
sub-experimental016	sub-experimental040	G22	ISC_sub-experimental016sub-experimental040_task-magictrickwatching_z.nii.gz	\
sub-experimental016	sub-experimental042	G22	ISC_sub-experimental016sub-experimental042_task-magictrickwatching_z.nii.gz	\
sub-experimental016	sub-experimental044	G22	ISC_sub-experimental016sub-experimental044_task-magictrickwatching_z.nii.gz	\
sub-experimental016	sub-experimental046	G22	ISC_sub-experimental016sub-experimental046_task-magictrickwatching_z.nii.gz	\
sub-experimental016	sub-experimental048	G22	ISC_sub-experimental016sub-experimental048_task-magictrickwatching_z.nii.gz	\
sub-experimental016	sub-experimental050	G22	ISC_sub-experimental016sub-experimental050_task-magictrickwatching_z.nii.gz	\
sub-experimental018	sub-experimental020	G22	ISC_sub-experimental018sub-experimental020_task-magictrickwatching_z.nii.gz	\
sub-experimental018	sub-experimental022	G22	ISC_sub-experimental018sub-experimental022_task-magictrickwatching_z.nii.gz	\
sub-experimental018	sub-experimental024	G22	ISC_sub-experimental018sub-experimental024_task-magictrickwatching_z.nii.gz	\
sub-experimental018	sub-experimental026	G22	ISC_sub-experimental018sub-experimental026_task-magictrickwatching_z.nii.gz	\
sub-experimental018	sub-experimental028	G22	ISC_sub-experimental018sub-experimental028_task-magictrickwatching_z.nii.gz	\
sub-experimental018	sub-experimental030	G22	ISC_sub-experimental018sub-experimental030_task-magictrickwatching_z.nii.gz	\
sub-experimental018	sub-experimental032	G22	ISC_sub-experimental018sub-experimental032_task-magictrickwatching_z.nii.gz	\
sub-experimental018	sub-experimental034	G22	ISC_sub-experimental018sub-experimental034_task-magictrickwatching_z.nii.gz	\
sub-experimental018	sub-experimental036	G22	ISC_sub-experimental018sub-experimental036_task-magictrickwatching_z.nii.gz	\
sub-experimental018	sub-experimental038	G22	ISC_sub-experimental018sub-experimental038_task-magictrickwatching_z.nii.gz	\
sub-experimental018	sub-experimental040	G22	ISC_sub-experimental018sub-experimental040_task-magictrickwatching_z.nii.gz	\
sub-experimental018	sub-experimental042	G22	ISC_sub-experimental018sub-experimental042_task-magictrickwatching_z.nii.gz	\
sub-experimental018	sub-experimental044	G22	ISC_sub-experimental018sub-experimental044_task-magictrickwatching_z.nii.gz	\
sub-experimental018	sub-experimental046	G22	ISC_sub-experimental018sub-experimental046_task-magictrickwatching_z.nii.gz	\
sub-experimental018	sub-experimental048	G22	ISC_sub-experimental018sub-experimental048_task-magictrickwatching_z.nii.gz	\
sub-experimental018	sub-experimental050	G22	ISC_sub-experimental018sub-experimental050_task-magictrickwatching_z.nii.gz	\
sub-experimental020	sub-experimental022	G22	ISC_sub-experimental020sub-experimental022_task-magictrickwatching_z.nii.gz	\
sub-experimental020	sub-experimental024	G22	ISC_sub-experimental020sub-experimental024_task-magictrickwatching_z.nii.gz	\
sub-experimental020	sub-experimental026	G22	ISC_sub-experimental020sub-experimental026_task-magictrickwatching_z.nii.gz	\
sub-experimental020	sub-experimental028	G22	ISC_sub-experimental020sub-experimental028_task-magictrickwatching_z.nii.gz	\
sub-experimental020	sub-experimental030	G22	ISC_sub-experimental020sub-experimental030_task-magictrickwatching_z.nii.gz	\
sub-experimental020	sub-experimental032	G22	ISC_sub-experimental020sub-experimental032_task-magictrickwatching_z.nii.gz	\
sub-experimental020	sub-experimental034	G22	ISC_sub-experimental020sub-experimental034_task-magictrickwatching_z.nii.gz	\
sub-experimental020	sub-experimental036	G22	ISC_sub-experimental020sub-experimental036_task-magictrickwatching_z.nii.gz	\
sub-experimental020	sub-experimental038	G22	ISC_sub-experimental020sub-experimental038_task-magictrickwatching_z.nii.gz	\
sub-experimental020	sub-experimental040	G22	ISC_sub-experimental020sub-experimental040_task-magictrickwatching_z.nii.gz	\
sub-experimental020	sub-experimental042	G22	ISC_sub-experimental020sub-experimental042_task-magictrickwatching_z.nii.gz	\
sub-experimental020	sub-experimental044	G22	ISC_sub-experimental020sub-experimental044_task-magictrickwatching_z.nii.gz	\
sub-experimental020	sub-experimental046	G22	ISC_sub-experimental020sub-experimental046_task-magictrickwatching_z.nii.gz	\
sub-experimental020	sub-experimental048	G22	ISC_sub-experimental020sub-experimental048_task-magictrickwatching_z.nii.gz	\
sub-experimental020	sub-experimental050	G22	ISC_sub-experimental020sub-experimental050_task-magictrickwatching_z.nii.gz	\
sub-experimental022	sub-experimental024	G22	ISC_sub-experimental022sub-experimental024_task-magictrickwatching_z.nii.gz	\
sub-experimental022	sub-experimental026	G22	ISC_sub-experimental022sub-experimental026_task-magictrickwatching_z.nii.gz	\
sub-experimental022	sub-experimental028	G22	ISC_sub-experimental022sub-experimental028_task-magictrickwatching_z.nii.gz	\
sub-experimental022	sub-experimental030	G22	ISC_sub-experimental022sub-experimental030_task-magictrickwatching_z.nii.gz	\
sub-experimental022	sub-experimental032	G22	ISC_sub-experimental022sub-experimental032_task-magictrickwatching_z.nii.gz	\
sub-experimental022	sub-experimental034	G22	ISC_sub-experimental022sub-experimental034_task-magictrickwatching_z.nii.gz	\
sub-experimental022	sub-experimental036	G22	ISC_sub-experimental022sub-experimental036_task-magictrickwatching_z.nii.gz	\
sub-experimental022	sub-experimental038	G22	ISC_sub-experimental022sub-experimental038_task-magictrickwatching_z.nii.gz	\
sub-experimental022	sub-experimental040	G22	ISC_sub-experimental022sub-experimental040_task-magictrickwatching_z.nii.gz	\
sub-experimental022	sub-experimental042	G22	ISC_sub-experimental022sub-experimental042_task-magictrickwatching_z.nii.gz	\
sub-experimental022	sub-experimental044	G22	ISC_sub-experimental022sub-experimental044_task-magictrickwatching_z.nii.gz	\
sub-experimental022	sub-experimental046	G22	ISC_sub-experimental022sub-experimental046_task-magictrickwatching_z.nii.gz	\
sub-experimental022	sub-experimental048	G22	ISC_sub-experimental022sub-experimental048_task-magictrickwatching_z.nii.gz	\
sub-experimental022	sub-experimental050	G22	ISC_sub-experimental022sub-experimental050_task-magictrickwatching_z.nii.gz	\
sub-experimental024	sub-experimental026	G22	ISC_sub-experimental024sub-experimental026_task-magictrickwatching_z.nii.gz	\
sub-experimental024	sub-experimental028	G22	ISC_sub-experimental024sub-experimental028_task-magictrickwatching_z.nii.gz	\
sub-experimental024	sub-experimental030	G22	ISC_sub-experimental024sub-experimental030_task-magictrickwatching_z.nii.gz	\
sub-experimental024	sub-experimental032	G22	ISC_sub-experimental024sub-experimental032_task-magictrickwatching_z.nii.gz	\
sub-experimental024	sub-experimental034	G22	ISC_sub-experimental024sub-experimental034_task-magictrickwatching_z.nii.gz	\
sub-experimental024	sub-experimental036	G22	ISC_sub-experimental024sub-experimental036_task-magictrickwatching_z.nii.gz	\
sub-experimental024	sub-experimental038	G22	ISC_sub-experimental024sub-experimental038_task-magictrickwatching_z.nii.gz	\
sub-experimental024	sub-experimental040	G22	ISC_sub-experimental024sub-experimental040_task-magictrickwatching_z.nii.gz	\
sub-experimental024	sub-experimental042	G22	ISC_sub-experimental024sub-experimental042_task-magictrickwatching_z.nii.gz	\
sub-experimental024	sub-experimental044	G22	ISC_sub-experimental024sub-experimental044_task-magictrickwatching_z.nii.gz	\
sub-experimental024	sub-experimental046	G22	ISC_sub-experimental024sub-experimental046_task-magictrickwatching_z.nii.gz	\
sub-experimental024	sub-experimental048	G22	ISC_sub-experimental024sub-experimental048_task-magictrickwatching_z.nii.gz	\
sub-experimental024	sub-experimental050	G22	ISC_sub-experimental024sub-experimental050_task-magictrickwatching_z.nii.gz	\
sub-experimental026	sub-experimental028	G22	ISC_sub-experimental026sub-experimental028_task-magictrickwatching_z.nii.gz	\
sub-experimental026	sub-experimental030	G22	ISC_sub-experimental026sub-experimental030_task-magictrickwatching_z.nii.gz	\
sub-experimental026	sub-experimental032	G22	ISC_sub-experimental026sub-experimental032_task-magictrickwatching_z.nii.gz	\
sub-experimental026	sub-experimental034	G22	ISC_sub-experimental026sub-experimental034_task-magictrickwatching_z.nii.gz	\
sub-experimental026	sub-experimental036	G22	ISC_sub-experimental026sub-experimental036_task-magictrickwatching_z.nii.gz	\
sub-experimental026	sub-experimental038	G22	ISC_sub-experimental026sub-experimental038_task-magictrickwatching_z.nii.gz	\
sub-experimental026	sub-experimental040	G22	ISC_sub-experimental026sub-experimental040_task-magictrickwatching_z.nii.gz	\
sub-experimental026	sub-experimental042	G22	ISC_sub-experimental026sub-experimental042_task-magictrickwatching_z.nii.gz	\
sub-experimental026	sub-experimental044	G22	ISC_sub-experimental026sub-experimental044_task-magictrickwatching_z.nii.gz	\
sub-experimental026	sub-experimental046	G22	ISC_sub-experimental026sub-experimental046_task-magictrickwatching_z.nii.gz	\
sub-experimental026	sub-experimental048	G22	ISC_sub-experimental026sub-experimental048_task-magictrickwatching_z.nii.gz	\
sub-experimental026	sub-experimental050	G22	ISC_sub-experimental026sub-experimental050_task-magictrickwatching_z.nii.gz	\
sub-experimental028	sub-experimental030	G22	ISC_sub-experimental028sub-experimental030_task-magictrickwatching_z.nii.gz	\
sub-experimental028	sub-experimental032	G22	ISC_sub-experimental028sub-experimental032_task-magictrickwatching_z.nii.gz	\
sub-experimental028	sub-experimental034	G22	ISC_sub-experimental028sub-experimental034_task-magictrickwatching_z.nii.gz	\
sub-experimental028	sub-experimental036	G22	ISC_sub-experimental028sub-experimental036_task-magictrickwatching_z.nii.gz	\
sub-experimental028	sub-experimental038	G22	ISC_sub-experimental028sub-experimental038_task-magictrickwatching_z.nii.gz	\
sub-experimental028	sub-experimental040	G22	ISC_sub-experimental028sub-experimental040_task-magictrickwatching_z.nii.gz	\
sub-experimental028	sub-experimental042	G22	ISC_sub-experimental028sub-experimental042_task-magictrickwatching_z.nii.gz	\
sub-experimental028	sub-experimental044	G22	ISC_sub-experimental028sub-experimental044_task-magictrickwatching_z.nii.gz	\
sub-experimental028	sub-experimental046	G22	ISC_sub-experimental028sub-experimental046_task-magictrickwatching_z.nii.gz	\
sub-experimental028	sub-experimental048	G22	ISC_sub-experimental028sub-experimental048_task-magictrickwatching_z.nii.gz	\
sub-experimental028	sub-experimental050	G22	ISC_sub-experimental028sub-experimental050_task-magictrickwatching_z.nii.gz	\
sub-experimental030	sub-experimental032	G22	ISC_sub-experimental030sub-experimental032_task-magictrickwatching_z.nii.gz	\
sub-experimental030	sub-experimental034	G22	ISC_sub-experimental030sub-experimental034_task-magictrickwatching_z.nii.gz	\
sub-experimental030	sub-experimental036	G22	ISC_sub-experimental030sub-experimental036_task-magictrickwatching_z.nii.gz	\
sub-experimental030	sub-experimental038	G22	ISC_sub-experimental030sub-experimental038_task-magictrickwatching_z.nii.gz	\
sub-experimental030	sub-experimental040	G22	ISC_sub-experimental030sub-experimental040_task-magictrickwatching_z.nii.gz	\
sub-experimental030	sub-experimental042	G22	ISC_sub-experimental030sub-experimental042_task-magictrickwatching_z.nii.gz	\
sub-experimental030	sub-experimental044	G22	ISC_sub-experimental030sub-experimental044_task-magictrickwatching_z.nii.gz	\
sub-experimental030	sub-experimental046	G22	ISC_sub-experimental030sub-experimental046_task-magictrickwatching_z.nii.gz	\
sub-experimental030	sub-experimental048	G22	ISC_sub-experimental030sub-experimental048_task-magictrickwatching_z.nii.gz	\
sub-experimental030	sub-experimental050	G22	ISC_sub-experimental030sub-experimental050_task-magictrickwatching_z.nii.gz	\
sub-experimental032	sub-experimental034	G22	ISC_sub-experimental032sub-experimental034_task-magictrickwatching_z.nii.gz	\
sub-experimental032	sub-experimental036	G22	ISC_sub-experimental032sub-experimental036_task-magictrickwatching_z.nii.gz	\
sub-experimental032	sub-experimental038	G22	ISC_sub-experimental032sub-experimental038_task-magictrickwatching_z.nii.gz	\
sub-experimental032	sub-experimental040	G22	ISC_sub-experimental032sub-experimental040_task-magictrickwatching_z.nii.gz	\
sub-experimental032	sub-experimental042	G22	ISC_sub-experimental032sub-experimental042_task-magictrickwatching_z.nii.gz	\
sub-experimental032	sub-experimental044	G22	ISC_sub-experimental032sub-experimental044_task-magictrickwatching_z.nii.gz	\
sub-experimental032	sub-experimental046	G22	ISC_sub-experimental032sub-experimental046_task-magictrickwatching_z.nii.gz	\
sub-experimental032	sub-experimental048	G22	ISC_sub-experimental032sub-experimental048_task-magictrickwatching_z.nii.gz	\
sub-experimental032	sub-experimental050	G22	ISC_sub-experimental032sub-experimental050_task-magictrickwatching_z.nii.gz	\
sub-experimental034	sub-experimental036	G22	ISC_sub-experimental034sub-experimental036_task-magictrickwatching_z.nii.gz	\
sub-experimental034	sub-experimental038	G22	ISC_sub-experimental034sub-experimental038_task-magictrickwatching_z.nii.gz	\
sub-experimental034	sub-experimental040	G22	ISC_sub-experimental034sub-experimental040_task-magictrickwatching_z.nii.gz	\
sub-experimental034	sub-experimental042	G22	ISC_sub-experimental034sub-experimental042_task-magictrickwatching_z.nii.gz	\
sub-experimental034	sub-experimental044	G22	ISC_sub-experimental034sub-experimental044_task-magictrickwatching_z.nii.gz	\
sub-experimental034	sub-experimental046	G22	ISC_sub-experimental034sub-experimental046_task-magictrickwatching_z.nii.gz	\
sub-experimental034	sub-experimental048	G22	ISC_sub-experimental034sub-experimental048_task-magictrickwatching_z.nii.gz	\
sub-experimental034	sub-experimental050	G22	ISC_sub-experimental034sub-experimental050_task-magictrickwatching_z.nii.gz	\
sub-experimental036	sub-experimental038	G22	ISC_sub-experimental036sub-experimental038_task-magictrickwatching_z.nii.gz	\
sub-experimental036	sub-experimental040	G22	ISC_sub-experimental036sub-experimental040_task-magictrickwatching_z.nii.gz	\
sub-experimental036	sub-experimental042	G22	ISC_sub-experimental036sub-experimental042_task-magictrickwatching_z.nii.gz	\
sub-experimental036	sub-experimental044	G22	ISC_sub-experimental036sub-experimental044_task-magictrickwatching_z.nii.gz	\
sub-experimental036	sub-experimental046	G22	ISC_sub-experimental036sub-experimental046_task-magictrickwatching_z.nii.gz	\
sub-experimental036	sub-experimental048	G22	ISC_sub-experimental036sub-experimental048_task-magictrickwatching_z.nii.gz	\
sub-experimental036	sub-experimental050	G22	ISC_sub-experimental036sub-experimental050_task-magictrickwatching_z.nii.gz	\
sub-experimental038	sub-experimental040	G22	ISC_sub-experimental038sub-experimental040_task-magictrickwatching_z.nii.gz	\
sub-experimental038	sub-experimental042	G22	ISC_sub-experimental038sub-experimental042_task-magictrickwatching_z.nii.gz	\
sub-experimental038	sub-experimental044	G22	ISC_sub-experimental038sub-experimental044_task-magictrickwatching_z.nii.gz	\
sub-experimental038	sub-experimental046	G22	ISC_sub-experimental038sub-experimental046_task-magictrickwatching_z.nii.gz	\
sub-experimental038	sub-experimental048	G22	ISC_sub-experimental038sub-experimental048_task-magictrickwatching_z.nii.gz	\
sub-experimental038	sub-experimental050	G22	ISC_sub-experimental038sub-experimental050_task-magictrickwatching_z.nii.gz	\
sub-experimental040	sub-experimental042	G22	ISC_sub-experimental040sub-experimental042_task-magictrickwatching_z.nii.gz	\
sub-experimental040	sub-experimental044	G22	ISC_sub-experimental040sub-experimental044_task-magictrickwatching_z.nii.gz	\
sub-experimental040	sub-experimental046	G22	ISC_sub-experimental040sub-experimental046_task-magictrickwatching_z.nii.gz	\
sub-experimental040	sub-experimental048	G22	ISC_sub-experimental040sub-experimental048_task-magictrickwatching_z.nii.gz	\
sub-experimental040	sub-experimental050	G22	ISC_sub-experimental040sub-experimental050_task-magictrickwatching_z.nii.gz	\
sub-experimental042	sub-experimental044	G22	ISC_sub-experimental042sub-experimental044_task-magictrickwatching_z.nii.gz	\
sub-experimental042	sub-experimental046	G22	ISC_sub-experimental042sub-experimental046_task-magictrickwatching_z.nii.gz	\
sub-experimental042	sub-experimental048	G22	ISC_sub-experimental042sub-experimental048_task-magictrickwatching_z.nii.gz	\
sub-experimental042	sub-experimental050	G22	ISC_sub-experimental042sub-experimental050_task-magictrickwatching_z.nii.gz	\
sub-experimental044	sub-experimental046	G22	ISC_sub-experimental044sub-experimental046_task-magictrickwatching_z.nii.gz	\
sub-experimental044	sub-experimental048	G22	ISC_sub-experimental044sub-experimental048_task-magictrickwatching_z.nii.gz	\
sub-experimental044	sub-experimental050	G22	ISC_sub-experimental044sub-experimental050_task-magictrickwatching_z.nii.gz	\
sub-experimental046	sub-experimental048	G22	ISC_sub-experimental046sub-experimental048_task-magictrickwatching_z.nii.gz	\
sub-experimental046	sub-experimental050	G22	ISC_sub-experimental046sub-experimental050_task-magictrickwatching_z.nii.gz	\
sub-experimental048	sub-experimental050	G22	ISC_sub-experimental048sub-experimental050_task-magictrickwatching_z.nii.gz	
